ParticipanteID	CPF	NomeRazaoSocial	TURMA_CURSO_AMARELO	TURMA_CURSO_VERDE	TURMA_CURSO_VERMELHO	TURMA_CURSO_AZUL	Cargo	Login	email	Telefone
62493	00000000563	PORTA VEL ORCI QUIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ante29236	9333451@email.com	(55) 76497329
62604	00000000564	VEHICULA EGESTAS ANTE NULLA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	etiam24924	8943641@email.com	(40) 99005882
62715	00000000565	QUIS LIBERO EGET JUSTO	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	erat99937	5309943@email.com	(65) 89086036
62826	00000000566	SAGITTIS SCELERISQUE PROIN DIAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	arcu53876	4902443@email.com	(70) 56203857
62937	00000000567	LEO SODALES SIT AMET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	convallis7920	76549@email.com	(44) 83783674
63048	00000000568	LIGULA VITAE DICTUM FAUCIBUS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	sed23525	7141552@email.com	(78) 39660684
63159	00000000569	RISUS FUSCE VEL FERMENTUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	malesuada37540	8587431@email.com	(28) 88790291
63270	00000000570	ODIO SED SUSCIPIT TURPIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO I	ut59541	4343046@email.com	(30) 93673715
63381	00000000571	AT DOLOR VEHICULA VEL	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	scelerisque87150	9084861@email.com	(5) 98330911
63492	00000000572	ULTRICES URNA ACCUMSAN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed25000	9497213@email.com	(72) 26659179
63603	00000000573	PROIN SEMPER	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	elit50396	3208547@email.com	(7) 83411096
63714	00000000574	QUAM VEL AUCTOR PHARETRA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	mauris74001	5010896@email.com	(49) 32983329
63825	00000000575	PROIN SED FERMENTUM AUGUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	lacinia88509	4033078@email.com	(8) 37676402
63936	00000000576	NULLAM SEMPER PURUS NEC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	facilisis62002	712627@email.com	(40) 74630198
64047	00000000577	LAOREET LOBORTIS EROS ANTE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	eros60173	8486165@email.com	(65) 7107070
64158	00000000578	VOLUTPAT ELIT BLANDIT FERMENTUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	MONITOR	in61368	1423964@email.com	(66) 71972739
64269	00000000579	DUI SEM QUIS MI	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	GUARDA MUNICIPAL	luctus47937	9081623@email.com	(57) 54377689
64380	00000000580	ALIQUAM SEMPER EST AT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AUXILIAR ADMINISTRATIVO	vivamus40246	7820893@email.com	(26) 53793108
64491	00000000581	FRINGILLA IMPERDIET IN ORNARE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO I	at14110	708522@email.com	(70) 7246297
64602	00000000582	URNA DIAM UT CONVALLIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	leo97761	4109338@email.com	(91) 16993364
64713	00000000583	ANTE LAOREET SIT AMET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	erat44457	1787300@email.com	(79) 42000145
64824	00000000584	NAM NON CONVALLIS RISUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nullam6431	8132682@email.com	(36) 45603714
64935	00000000585	DUIS FRINGILLA ULTRICIES MAGNA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	pulvinar81891	4955159@email.com	(77) 50491150
65046	00000000586	A GRAVIDA EST MALESUADA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nisi99758	4285372@email.com	(31) 38895230
65157	00000000587	NEC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	ac26481	938930@email.com	(1) 41934656
65268	00000000588	NULLAM INTERDUM VITAE METUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nibh49347	6807667@email.com	(65) 99327658
65379	00000000589	AT TEMPUS DONEC PORTA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	venenatis73642	203490@email.com	(7) 29079435
65490	00000000590	MASSA ID POSUERE CURSUS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO -	hendrerit	622435@email.com	(27) 29454259
65601	00000000591	PELLENTESQUE BLANDIT ARCU ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed12007	308187@email.com	(34) 48847871
65712	00000000592	FAUCIBUS PORTA VESTIBULUM AUGUE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	adipiscing84455	9163184@email.com	(29) 88467426
65823	00000000593	AUGUE PELLENTESQUE EU NISL	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	rutrum86587	2999576@email.com	(28) 67055279
65934	00000000594	SED LUCTUS VENENATIS LEO	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	eros29836	3292176@email.com	(81) 57749975
66045	00000000595	PRAESENT CONVALLIS NISL SED	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vel4171	3369425@email.com	(51) 17695393
66156	00000000596	ORNARE BLANDIT MI ARCU	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	PROFESSOR(A)	lobortis20534	2622519@email.com	(0) 66457075
66267	00000000597	ORNARE TORTOR SODALES DICTUM	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	metus84651	4458622@email.com	(41) 26599291
66378	00000000598	DIAM VELIT AC MI	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	ornare33401	139224@email.com	(87) 25958174
66489	00000000599	PRAESENT A ULLAMCORPER MAURIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vel27631	3959073@email.com	(71) 69464898
66600	00000000600	PHASELLUS VOLUTPAT PORTA SAPIEN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	praesent65346	3400383@email.com	(29) 23577192
66711	00000000601	IN COMMODO URNA ULLAMCORPER	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO	id64051	5810133@email.com	(54) 14210805
66822	00000000602	UT NUNC ENIM NISI	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	pharetra93395	58460@email.com	(67) 26168509
66933	00000000603	LUCTUS SIT AMET MAURIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	tortor80978	7811254@email.com	(40) 97749827
67044	00000000604	ULTRICES LACINIA FAUCIBUS NULLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed91431	2818269@email.com	(88) 42649905
67155	00000000605	PRAESENT AT VARIUS ELIT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	venenatis38504	7248425@email.com	(69) 87037574
67266	00000000606	ET FRINGILLA SEM PROIN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	dictum50690	8553357@email.com	(96) 96274009
67377	00000000607	ELEMENTUM NULLA UT QUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	commodo35604	125750@email.com	(11) 74688011
67488	00000000608	GRAVIDA VOLUTPAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	etiam73529	8386296@email.com	(92) 55709605
67599	00000000609	NULLAM MAURIS NEQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	commodo38491	5376521@email.com	(61) 58912048
67710	00000000610	EUISMOD NEC SEM FERMENTUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	turpis55606	519339@email.com	(38) 76252171
67821	00000000611	LOBORTIS VENENATIS JUSTO AENEAN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	SUPERVISOR	sed70038	4012179@email.com	(26) 57486481
67932	00000000612	PULVINAR CONSECTETUR SEM AT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	SUPERVISOR	mattis45790	4466077@email.com	(35) 99893229
68043	00000000613	INTERDUM VESTIBULUM VESTIBULUM ORNARE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ASSESSOR	lobortis69431	3950631@email.com	(60) 6875951
68154	00000000614	EROS IN PHARETRA INTEGER	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	curabitur67069	5164310@email.com	(76) 64689057
68265	00000000615	ELEMENTUM TELLUS EU NISL	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	vitae63743	4859139@email.com	(97) 94604050
68376	00000000616	COMMODO SODALES NULLA COMMODO	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	turpis6020	7739196@email.com	(21) 73964486
68487	00000000617	MAGNA AT CURSUS MOLLIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AGENTE SERVICOS	in53894	3139839@email.com	(30) 77265535
68598	00000000618	MAGNA FELIS ELEIFEND RISUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	diam24264	8129806@email.com	(41) 74523037
68709	00000000619	IN TINCIDUNT ARCU EST	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	dignissim832	5711333@email.com	(87) 31787883
68820	00000000620	SIT AMET MI QUISQUE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	fermentum16520	2256646@email.com	(92) 94399460
68931	00000000621	AT TORTOR SEM ALIQUAM	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	id8464	2198664@email.com	(53) 91992200
69042	00000000622	ELEIFEND JUSTO VEL NULLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vitae39362	5822517@email.com	(47) 89862426
69153	00000000623	MOLLIS SIT AMET LAOREET	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	enim32408	8488721@email.com	(92) 18744840
69264	00000000624	SEM CONSEQUAT ETIAM A	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	aenean52047	9269477@email.com	(64) 51813419
69375	00000000625	MALESUADA ORCI NULLA SODALES	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	vulputate4846	586505@email.com	(10) 54920578
69486	00000000626	URNA LEO IN SOLLICITUDIN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	justo63086	6922023@email.com	(19) 21777532
69597	00000000627	NEQUE MATTIS A PRAESENT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nunc48788	6233108@email.com	(22) 14884317
69708	00000000628	TEMPUS LAOREET SAPIEN A	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ullamcorper44276	6659987@email.com	(56) 66948375
69819	00000000629	RHONCUS TELLUS SUSCIPIT IN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	luctus65376	2504807@email.com	(60) 57807167
69930	00000000630	SED SODALES NUNC PULVINAR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	lorem71208	6040335@email.com	(25) 64825371
70041	00000000631	SAGITTIS TINCIDUNT DUIS FRINGILLA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	tempor11022	1231027@email.com	(83) 95989917
70152	00000000632	MI TELLUS VITAE DICTUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	eu73822	3119874@email.com	(20) 47148966
70263	00000000633	RISUS CONSECTETUR EGET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	nullam42767	9890927@email.com	(25) 86825228
70374	00000000634	NULLA LACINIA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	vitae23398	4660184@email.com	(10) 53183847
70485	00000000635	NULLA EU FRINGILLA PORTA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	eros91469	4110295@email.com	(55) 60157988
70596	00000000636	NULLA VEHICULA FAUCIBUS NULLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	a58322	2011994@email.com	(74) 42496350
70707	00000000637	PELLENTESQUE SEMPER TINCIDUNT FELIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO	est34762	8858949@email.com	(66) 28845029
70818	00000000638	VITAE DICTUM IN LACUS	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ADMINISTRATIVO	ullamcorper44121	4137190@email.com	(23) 16981010
70929	00000000639	LIBERO TINCIDUNT SIT AMET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ESCRITURARIO	porta74308	8842138@email.com	(77) 34517505
71040	00000000640	LEO SIT AMET LAOREET	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	SUPERVISOR	vitae88183	9881354@email.com	(32) 2235454
71151	00000000641	VESTIBULUM ORCI ETIAM ALIQUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	AGENTE	ac82184	4533792@email.com	(70) 77421586
71262	00000000642	SIT AMET SAPIEN AC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	odio74814	5990571@email.com	(52) 38380074
71373	00000000643	BIBENDUM VIVAMUS AC SAPIEN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	proin64755	8717045@email.com	(28) 80729436
71484	00000000644	CONSECTETUR GRAVIDA METUS ID	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	at58326	4683981@email.com	(37) 30566931
71595	00000000645	CONGUE IPSUM SUSPENDISSE DOLOR	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	DIRETOR II	tellus2522	9381054@email.com	(26) 39172749
71706	00000000646	NISL ELEMENTUM SED HENDRERIT	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	tincidunt48747	4330989@email.com	(52) 8104370
71817	00000000647	ET ELEIFEND AT NIBH	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	fringilla58420	8226172@email.com	(6) 2048567
71928	00000000648	MORBI MATTIS BIBENDUM PURUS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ATENDENTE	ante47708	8713803@email.com	(91) 43562827
72039	00000000649	NON LOBORTIS IN BIBENDUM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	vitae6923	9930140@email.com	(11) 40303913
72150	00000000650	PLACERAT MI TEMPUS ALIQUAM	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	auctor36924	5498784@email.com	(78) 81278271
72261	00000000651	CRAS RHONCUS IPSUM EGET	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	TURMA 1 - 2014 - G3	OFICIAL ESTADUAL DE TRÂNSITO	lacus19316	5896914@email.com	(9) 48871457
72372	00000000652	VOLUTPAT LUCTUS INTEGER PURUS	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	OFICIAL ADMINISTRATIVO	nunc95126	1174129@email.com	(84) 24860504
72483	00000000653	PURUS ORNARE IN TORTOR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ADMINISTRATIVO	eros52085	6944340@email.com	(67) 32253730
72594	00000000654	ET CONSEQUAT VOLUTPAT LIGULA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	DIRETOR TECNICO I	justo16315	9883291@email.com	(17) 34244778
72705	00000000655	AENEAN	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	ASSISTENTE	hendrerit17517	3063355@email.com	(20) 25456416
72816	00000000656	AT EGESTAS JUSTO SUSPENDISSE	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ut22067	5481418@email.com	(32) 82188156
72927	00000000657	VITAE DUI LAOREET NIBH	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	DIRETOR TECNICO II	ultrices76382	4057388@email.com	(86) 98609397
73038	00000000658	ACCUMSAN CONDIMENTUM VESTIBULUM UT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	et10212	908616@email.com	(18) 20260252
73149	00000000659	POSUERE ERAT NULLAM NEC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	 Outro	fermentum76551	3576252@email.com	(84) 96155393
73260	00000000660	FAUCIBUS DUI DUIS ID	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	sed52379	6237961@email.com	(1) 3644530
73371	00000000661	MASSA LIBERO UT MATTIS	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	diam70500	9788664@email.com	(89) 60801193
73482	00000000662	ORNARE SEM NEC POSUERE	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	phasellus49647	6249312@email.com	(24) 26067756
73593	00000000663	TORTOR TINCIDUNT AC DONEC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	rutrum79555	9442958@email.com	(93) 91303632
73704	00000000664	VELIT LEO VULPUTATE AC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	RECEPCIONISTA	velit78935	873441@email.com	(42) 13540563
73815	00000000665	DIAM ID RHONCUS FRINGILLA	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ac31914	8068757@email.com	(7) 84773822
73926	00000000666	ERAT SED ULTRICIES NIBH	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	rhoncus7607	6168571@email.com	(0) 27933447
74037	00000000667	VEL ELEIFEND VEHICULA CURABITUR	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	volutpat85167	7406926@email.com	(64) 13793265
74148	00000000668	VEL TINCIDUNT LACUS AC	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	ante27276	1018850@email.com	(21) 29363167
74259	00000000669	CONGUE VELIT PRAESENT URNA	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	TURMA 1 - 2014 - G1	 Outro	arcu54712	2138830@email.com	(64) 87022457
74370	00000000670	NIBH EGESTAS AC ERAT	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	TURMA 1 - 2014 - G2	OFICIAL ADMINISTRATIVO	blandit54418	4149813@email.com	(72) 48317718
